timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
752000,0.0021305308,0.0074568517,-9.1007646e-10,4000,0,0.03232173,0.0035914734,-9.782707,4000,0
756000,0.0034621046,0.0031957955,-0.0021305354,4000,0,0.043095633,0.008379878,-9.783907,4000,0
760000,0.006657901,-0.0002663193,-0.0013315881,4000,0,0.010773908,-0.020350542,-9.782708,4000,0
764000,0.0042610583,-0.0005326413,0.0031957927,4000,0,-0.016759414,-0.05746067,-9.779117,4000,0
768000,0.0013315803,-0.00026632007,0.0037284258,4000,0,-0.02274492,-0.04788387,-9.811439,4000,0
772000,0.00026631603,-4.061514e-10,0.0015978969,4000,0,-0.011971008,-0.03112445,-9.842566,4000,0
776000,-0.0015978968,-0.00026631702,0.00026631614,4000,0,-0.021547817,-0.047883864,-9.829395,4000,0
780000,-0.0013315807,-0.00053263153,0.001597897,4000,0,-0.041898537,-0.032321554,-9.792285,4000,0
784000,-0.00426106,0.0013315798,0.0029294763,4000,0,-0.017956512,0.0035914732,-9.763555,4000,0
788000,-0.011451592,-0.0013315872,0.0031958006,4000,0,0.016759416,-0.009576638,-9.759963,4000,0
792000,-0.011717911,-0.0037284084,0.007989492,4000,0,0.01316811,-0.027533153,-9.762358,4000,0
796000,-0.0007989439,-0.0069241785,0.011185304,4000,0,0.0011971011,-0.032321554,-9.782708,4000,0
800000,0.0071905535,-0.0077231396,0.004793708,4000,0,-0.0047884043,-0.020350544,-9.823412,4000,0
804000,0.0010652709,-0.0018642081,-0.0013315823,4000,0,-0.029927524,0.029927695,-9.824609,4000,0
808000,-0.009321061,0.0018642183,-0.0029294826,4000,0,-0.010773908,0.043095805,-9.822214,4000,0
812000,-0.01118528,0.0023968418,-0.0045273756,4000,0,0.011971009,0.008379878,-9.842566,4000,0
816000,-0.006125272,0.0026631516,-0.0050600115,4000,0,-0.015562311,-0.009576637,-9.8198185,4000,0
820000,-0.0039947443,0.002130522,-0.0069242204,4000,0,0.01436521,-0.021547649,-9.763554,4000,0
824000,-0.0050600134,-0.00079894625,-0.0071905316,4000,0,0.044292733,-0.02633605,-9.770737,4000,0
828000,-0.0050600017,0.0010652669,-0.0058589587,4000,0,0.011971008,-0.019153446,-9.829395,4000,0
832000,-0.00133158,0.0023968297,-0.010918965,4000,0,-0.007182605,-0.0011969296,-9.836578,4000,0
836000,0.00079894176,-0.00026632217,-0.0071905367,4000,0,0.02274492,-0.0035911312,-9.821016,4000,0
840000,-0.005592644,-0.002130517,0.0053263213,4000,0,0.05626375,-0.03112445,-9.829395,4000,0
844000,-0.005858942,-0.00798949,0.0018642236,4000,0,0.021547817,-0.020350544,-9.831791,4000,0
848000,0.0023968627,-0.010386336,-0.0042610313,4000,0,-0.020350713,-0.010773738,-9.811439,4000,0
852000,0.0050600027,-0.0066579096,-0.0018642008,4000,0,-0.017956512,0.0047885748,-9.767147,4000,0
856000,0.0045273756,-0.0021305308,-0.00079894206,4000,0,-0.002394202,0.043095805,-9.740809,4000,0
860000,0.003195794,0.00266316,0.00053263863,4000,0,-0.014365209,0.034716096,-9.73722,4000,0
864000,0.0002663151,0.0047936905,-0.00026631122,4000,0,-0.040701427,0.02274509,-9.750386,4000,0
868000,-0.0005326247,0.0045273746,0.0045273765,4000,0,-0.023942018,0.025139293,-9.786301,4000,0
872000,-0.0007989307,0.00026631684,0.011984228,4000,0,-0.0071826046,-0.008379535,-9.803061,4000,0
876000,0.00053266296,-0.007456847,0.01038633,4000,0,-0.020350713,-0.04908096,-9.775528,4000,0
880000,0.0021305452,-0.010386323,0.007989487,4000,0,-0.02274492,-0.06703748,-9.746798,4000,0
884000,-0.0021305452,-0.005326335,0.008788421,4000,0,-0.008379708,-0.05147517,-9.791088,4000,0
888000,-0.0061252946,0.0010652544,0.011185267,4000,0,-0.0035913025,-0.010773738,-9.8198185,4000,0
892000,-0.009054759,0.0029294607,0.008255798,4000,0,0.005985504,0.004788575,-9.791088,4000,0
896000,-0.01038634,0.003994714,0.00026631428,4000,0,0.01316811,-0.003591132,-9.792284,4000,0
900000,-0.009321069,0.0029294658,-0.0031957913,4000,0,0.01436521,-0.01556214,-9.8281975,4000,0
904000,-0.0066579087,-9.363606e-09,-0.0053263167,4000,0,0.035913024,-0.016759243,-9.823412,4000,0
908000,-0.0010652699,-0.002929489,-0.005858949,4000,0,0.044292733,-0.0011969304,-9.776724,4000,0
912000,0.0010652473,-0.008522119,0.0005326362,4000,0,0.031124622,0.0011972719,-9.78989,4000,0
916000,0.0005326213,-0.006391589,0.004261058,4000,0,0.019153617,-0.014365039,-9.799467,4000,0
920000,0.00026630593,0.003994743,0.0021305308,4000,0,-0.0011971012,-0.022744747,-9.770737,4000,0
924000,0.0021305252,0.009587381,0.0021305275,4000,0,-0.04668694,1.70636e-07,-9.776724,4000,0
928000,0.008522123,0.0071905386,0.0031957717,4000,0,-0.07422027,0.019153787,-9.804258,4000,0
932000,0.014381075,0.00053264305,0.001597864,4000,0,-0.04908113,0.0035914746,-9.830593,4000,0
936000,0.014114756,-0.0031957978,0.0023968276,4000,0,0.0,-0.019153446,-9.842566,4000,0
940000,0.007456851,-0.0053263404,0.0050599887,4000,0,0.034715924,-0.034715753,-9.841368,4000,0
944000,0.0005326329,-0.007989501,0.007190517,4000,0,0.03351883,-0.035912856,-9.837774,4000,0
948000,-0.0010652803,-0.0055926433,0.010918959,4000,0,-0.0035913028,-0.043095466,-9.823412,4000,0
952000,-0.003462137,0.0015978882,0.011451587,4000,0,-0.034715924,-0.06703748,-9.810242,4000,0
