%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1682509885013993807,14165,1682509885013787474,world,1.6429272890090942,-1.846696376800537,0.8651611804962158,0.034707725048065186,0.00616389699280262,0.02868223935365677,0.9989668130874634
1682509885028758169,14166,1682509885028519461,world,1.64292311668396,-1.8467018604278564,0.8651590347290039,0.03481653332710266,0.006161112803965807,0.028699709102511406,0.9989626407623291
1682509885038613493,14167,1682509885038393118,world,1.6429133415222168,-1.8466970920562744,0.8651636242866516,0.034809913486242294,0.00620037829503417,0.02868885174393654,0.9989628791809082
1682509885053618230,14168,1682509885053306855,world,1.6429158449172974,-1.8466856479644775,0.8651670217514038,0.03478265181183815,0.006151584442704916,0.02864864282310009,0.9989652633666992
1682509885068909216,14169,1682509885068524383,world,1.6429188251495361,-1.846693992614746,0.8651657700538635,0.03482222557067871,0.006117160432040691,0.02867000550031662,0.998963475227356
1682509885088727948,14170,1682509885088466990,world,1.6429287195205688,-1.8467060327529907,0.8651583194732666,0.034764643758535385,0.006142140831798315,0.028683355078101158,0.9989650249481201
1682509885103642684,14171,1682509885103403726,world,1.6429342031478882,-1.8467142581939697,0.8651576638221741,0.03482242673635483,0.006111240945756435,0.028623376041650772,0.9989649057388306
1682509885118528004,14172,1682509885118338546,world,1.642915964126587,-1.8466923236846924,0.8651677966117859,0.03483280912041664,0.0061662266962230206,0.028666336089372635,0.9989629983901978
1682509885128655786,14173,1682509885128481786,world,1.6429146528244019,-1.846697449684143,0.8651701211929321,0.03482944518327713,0.006115755997598171,0.028668155893683434,0.9989633560180664
1682509885148521810,14174,1682509885148312435,world,1.6429203748703003,-1.84669828414917,0.8651601076126099,0.034831248223781586,0.006165564991533756,0.028662560507655144,0.9989631175994873
1682509885173600079,14175,1682509885173411579,world,1.6429225206375122,-1.8467068672180176,0.8651618361473083,0.034748490899801254,0.006139116827398539,0.028627580031752586,0.998967170715332
1682509885188721565,14176,1682509885188465982,world,1.642914056777954,-1.8466973304748535,0.8651619553565979,0.03476451337337494,0.006176306866109371,0.02861224301159382,0.9989668130874634
1682509885193453644,14177,1682509885193313727,world,1.6429188251495361,-1.8467011451721191,0.8651696443557739,0.0348593071103096,0.006117674056440592,0.028665924444794655,0.9989622831344604
1682509885213727625,14178,1682509885213484542,world,1.6429120302200317,-1.8466988801956177,0.8651629090309143,0.03479965776205063,0.0061593311838805676,0.028607336804270744,0.998965859413147
1682509885228664612,14179,1682509885228492945,world,1.642910361289978,-1.8466930389404297,0.865170419216156,0.03474407643079758,0.006156901363283396,0.028631821274757385,0.9989670515060425
1682509885238559478,14180,1682509885238380978,world,1.6429306268692017,-1.8467096090316772,0.8651569485664368,0.03488144651055336,0.0061377170495688915,0.028634971007704735,0.9989622831344604
1682509885259010959,14181,1682509885258718001,world,1.6429177522659302,-1.846696138381958,0.8651699423789978,0.034747082740068436,0.006177982315421104,0.02860233746469021,0.9989676475524902
1682509885268737284,14182,1682509885268493409,world,1.642927646636963,-1.846699595451355,0.8651591539382935,0.03478827327489853,0.006099765654653311,0.028667200356721878,0.9989649057388306
1682509885288694390,14183,1682509885288492724,world,1.6429160833358765,-1.8467084169387817,0.8651676774024963,0.0347985178232193,0.00609870720654726,0.028581442311406136,0.9989669322967529
1682509885308636081,14184,1682509885308299914,world,1.642927885055542,-1.846699833869934,0.8651628494262695,0.034799836575984955,0.00615623127669096,0.02862485498189926,0.9989653825759888
1682509885318555072,14185,1682509885318343572,world,1.6429210901260376,-1.8466945886611938,0.8651698231697083,0.03481153026223183,0.0062052588909864426,0.02859177254140377,0.9989656209945679
1682509885333609058,14186,1682509885333372475,world,1.642926812171936,-1.8467079401016235,0.8651689291000366,0.034761060029268265,0.006117119919508696,0.02861848659813404,0.9989670515060425
1682509885348717294,14187,1682509885348524711,world,1.642922282218933,-1.8466979265213013,0.8651636242866516,0.034874022006988525,0.00617967639118433,0.02865518629550934,0.9989616870880127
1682509885368662693,14188,1682509885368475693,world,1.642928123474121,-1.8466949462890625,0.8651611804962158,0.03481963649392128,0.0061386022716760635,0.028666745871305466,0.9989635944366455
1682509885384313803,14189,1682509885384008012,world,1.642918586730957,-1.84670090675354,0.8651638031005859,0.0347977913916111,0.0061693210154771805,0.028620697557926178,0.9989655017852783
1682509885393520045,14190,1682509885393321920,world,1.6429157257080078,-1.846696376800537,0.8651608228683472,0.03479314222931862,0.006213776301592588,0.02857065387070179,0.9989668130874634
1682509885413555735,14191,1682509885413310277,world,1.6429166793823242,-1.8466886281967163,0.865164041519165,0.03481074050068855,0.006259949412196875,0.028621328994631767,0.9989644289016724
1682509885428731388,14192,1682509885428516971,world,1.642914056777954,-1.8466984033584595,0.8651678562164307,0.034728724509477615,0.006194255780428648,0.028639402240514755,0.998967170715332
1682509885443906249,14193,1682509885443697208,world,1.6429033279418945,-1.8466968536376953,0.8651701211929321,0.0348198302090168,0.0062168315052986145,0.028581887483596802,0.9989655017852783
1682509885458829194,14194,1682509885458638611,world,1.642922282218933,-1.8466989994049072,0.8651629686355591,0.03473757579922676,0.006159505806863308,0.028598478063941002,0.998968243598938
1682509885473575972,14195,1682509885473355264,world,1.6429195404052734,-1.8467130661010742,0.8651608824729919,0.03478071093559265,0.006163576617836952,0.028625650331377983,0.9989659786224365
1682509885488740708,14196,1682509885488539292,world,1.642917513847351,-1.846698522567749,0.8651633262634277,0.034797873347997665,0.006211308762431145,0.028629589825868607,0.9989649057388306
1682509885513582977,14197,1682509885513401769,world,1.6429204940795898,-1.8466956615447998,0.8651662468910217,0.03478407487273216,0.006196585018187761,0.028660928830504417,0.9989645481109619
1682509885538823871,14198,1682509885538609913,world,1.6429139375686646,-1.846690058708191,0.8651713728904724,0.03476771339774132,0.006219314876943827,0.02860524319112301,0.9989666938781738
1682509885573591298,14199,1682509885573320131,world,1.6429204940795898,-1.8466856479644775,0.8651644587516785,0.034793730825185776,0.006155857350677252,0.028665324673056602,0.9989644289016724
