%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1682501627589014441,6212,1682501627588804441,world,1.5758945941925049,-1.849156379699707,0.8699007630348206,-0.0010267713805660605,-0.001797999138943851,0.09840104728937149,-0.9951446652412415
1682501627604224891,6213,1682501627603896390,world,1.5758851766586304,-1.849158525466919,0.8698954582214355,-0.0009966528741642833,-0.001676440006121993,0.09839188307523727,-0.995145857334137
1682501627619242215,6214,1682501627619029298,world,1.5758922100067139,-1.8491642475128174,0.8698923587799072,-0.0009479115251451731,-0.0017081983387470245,0.0984015017747879,-0.9951449036598206
1682501627634110872,6215,1682501627633918913,world,1.5758823156356812,-1.8491675853729248,0.869897186756134,-0.0009984304197132587,-0.001730829244479537,0.09836828708648682,-0.9951481223106384
1682501627649219696,6216,1682501627649000570,world,1.5758897066116333,-1.8491677045822144,0.8698983192443848,-0.0009599004406481981,-0.0018041743896901608,0.09837642312049866,-0.995147168636322
1682501627669052489,6217,1682501627668854738,world,1.5758849382400513,-1.84917151927948,0.8698981404304504,-0.0009359576506540179,-0.0017499633831903338,0.09843597561120987,-0.9951413869857788
1682501627679053427,6218,1682501627678831301,world,1.5758846998214722,-1.8491557836532593,0.8698961138725281,-0.00098614941816777,-0.0017864316469058394,0.09838539361953735,-0.9951463341712952
1682501627699521888,6219,1682501627699311345,world,1.5758763551712036,-1.8491584062576294,0.8698893189430237,-0.0010222421260550618,-0.0018052381929010153,0.09842038154602051,-0.9951428174972534
1682501627714172086,6220,1682501627713972294,world,1.5758782625198364,-1.8491624593734741,0.8699018955230713,-0.0010037801694124937,-0.0017651647794991732,0.09834800660610199,-0.9951500296592712
1682501627729101326,6221,1682501627728910784,world,1.575880527496338,-1.8491700887680054,0.8698936104774475,-0.001036664005368948,-0.001789547735825181,0.09837440401315689,-0.9951474070549011
1682501627744381317,6222,1682501627744162650,world,1.57588529586792,-1.849165678024292,0.8698925375938416,-0.00099649908952415,-0.0017560668056830764,0.09838379919528961,-0.9951465725898743
1682501627769083079,6223,1682501627768902495,world,1.5758883953094482,-1.8491746187210083,0.8698854446411133,-0.0009243738604709506,-0.0017163994489237666,0.09843715280294418,-0.9951413869857788
1682501627774228382,6224,1682501627774026048,world,1.5758752822875977,-1.8491581678390503,0.8698986172676086,-0.0009363630088046193,-0.0017494477797299623,0.09837179630994797,-0.9951477646827698
1682501627789086955,6225,1682501627788901746,world,1.5758845806121826,-1.8491671085357666,0.8698850274085999,-0.000996505026705563,-0.0017918795347213745,0.09842690080404282,-0.9951422214508057
1682501627799120768,6226,1682501627798855226,world,1.5758854150772095,-1.849166750907898,0.8698848485946655,-0.0009883473394438624,-0.0017699998570606112,0.09837592393159866,-0.9951472878456116
1682501627819140895,6227,1682501627818924144,world,1.5758813619613647,-1.849160075187683,0.8698898553848267,-0.0010064772795885801,-0.0017400141805410385,0.09837330877780914,-0.9951475262641907
1682501627834556511,6228,1682501627834241011,world,1.5758720636367798,-1.849158525466919,0.8698920607566833,-0.0010400954633951187,-0.0018070696387439966,0.09837031364440918,-0.9951477646827698
1682501627849214335,6229,1682501627849024584,world,1.575881838798523,-1.8491637706756592,0.8698869347572327,-0.0010149849113076925,-0.0017610331997275352,0.098361536860466,-0.9951487183570862
1682501627869155086,6230,1682501627868858752,world,1.575889229774475,-1.8491640090942383,0.8698879480361938,-0.0009871898218989372,-0.0017897705547511578,0.09841149300336838,-0.9951437711715698
1682501627884188993,6231,1682501627883878076,world,1.575888752937317,-1.849163293838501,0.8698947429656982,-0.000997549737803638,-0.0017776897875592113,0.09839978069067001,-0.9951449036598206
1682501627899793235,6232,1682501627899459651,world,1.575879693031311,-1.849153757095337,0.8698898553848267,-0.0010210577165707946,-0.0017696106806397438,0.09837966412305832,-0.9951469302177429
1682501627914371558,6233,1682501627914074016,world,1.5758779048919678,-1.8491551876068115,0.8698956370353699,-0.0010023689828813076,-0.001754737226292491,0.09836999326944351,-0.9951478838920593
1682501627929207090,6234,1682501627928919381,world,1.5758874416351318,-1.8491718769073486,0.8698900938034058,-0.0010171442991122603,-0.0017370330169796944,0.09841344505548477,-0.9951436519622803
1682501627944266831,6235,1682501627944041955,world,1.5758806467056274,-1.8491477966308594,0.8698983192443848,-0.0010062828660011292,-0.001802130020223558,0.09838724881410599,-0.9951460957527161
1682501627959119154,6236,1682501627958890779,world,1.5758806467056274,-1.8491564989089966,0.8698977828025818,-0.0010517656337469816,-0.0018035817192867398,0.09838246554136276,-0.9951465725898743
1682501627974067145,6237,1682501627973829561,world,1.5758849382400513,-1.8491688966751099,0.8698900938034058,-0.0009874047245830297,-0.0017688653897494078,0.09839431196451187,-0.9951454997062683
1682501627994312730,6238,1682501627994115813,world,1.5758877992630005,-1.8491771221160889,0.8698861598968506,-0.0009588994435034692,-0.001767443842254579,0.09843752533197403,-0.9951412677764893
