Format Version,1.23,Take Name,Take 2023-04-17 01.50.34 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,180.000000,Capture Start Time,2023-04-17 01.50.34.841 下午,Capture Start Frame,271873,Total Frames in Take,7438,Total Exported Frames,6694,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
44,0.244000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000032,0.000006,0.000021,1.000000,1377.740112,647.052490,2697.881104
45,0.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000044,0.000015,0.000050,1.000000,1377.736572,647.050720,2697.870361
46,0.255000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,0.000007,0.000012,1.000000,1377.738770,647.046936,2697.877441
47,0.261000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000031,0.000009,0.000024,1.000000,1377.731812,647.050293,2697.875732
48,0.266000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000027,0.000006,0.000027,1.000000,1377.730469,647.053589,2697.872559
49,0.272000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000003,0.000017,1.000000,1377.733154,647.054199,2697.873779
50,0.277000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000024,0.000010,0.000041,1.000000,1377.734253,647.048950,2697.883301
51,0.283000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000039,0.000006,0.000043,1.000000,1377.734375,647.053162,2697.880615
52,0.288000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,0.000016,0.000026,1.000000,1377.733643,647.051331,2697.881836
53,0.294000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000017,0.000024,0.000022,1.000000,1377.733887,647.047058,2697.882080
54,0.300000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000040,0.000005,0.000053,1.000000,1377.732788,647.047546,2697.885742
55,0.305000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000032,0.000010,0.000057,1.000000,1377.733032,647.046814,2697.877441
56,0.311000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000031,0.000009,0.000029,1.000000,1377.725830,647.050781,2697.881104
57,0.316000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000038,-0.000006,0.000026,1.000000,1377.726685,647.046387,2697.877197
58,0.322000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000035,0.000011,0.000037,1.000000,1377.728149,647.049561,2697.886230
59,0.327000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000047,0.000020,0.000045,1.000000,1377.728760,647.051514,2697.882324
60,0.333000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000041,0.000011,0.000035,1.000000,1377.729492,647.047791,2697.876709
61,0.338000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000032,0.000006,0.000036,1.000000,1377.728149,647.040161,2697.883545
62,0.344000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000029,0.000008,0.000017,1.000000,1377.728516,647.043091,2697.876709
63,0.350000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000050,0.000021,0.000020,1.000000,1377.736084,647.046875,2697.874023
64,0.355000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000034,-0.000000,0.000004,1.000000,1377.732666,647.043091,2697.885498
65,0.361000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000036,0.000002,0.000016,1.000000,1377.734009,647.045044,2697.892334
66,0.366000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000006,0.000034,1.000000,1377.733765,647.044556,2697.888916
67,0.372000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,-0.000007,0.000006,1.000000,1377.733032,647.046326,2697.886230
68,0.377000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000040,-0.000004,0.000022,1.000000,1377.732666,647.041626,2697.885254
69,0.383000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000037,-0.000000,-0.000005,1.000000,1377.728149,647.041626,2697.888184
70,0.388000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000031,0.000019,0.000030,1.000000,1377.731079,647.047363,2697.879395
71,0.394000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000020,0.000017,0.000008,1.000000,1377.733765,647.051025,2697.885010
72,0.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,0.000013,0.000012,1.000000,1377.734375,647.050293,2697.884033
73,0.405000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000019,0.000017,0.000006,1.000000,1377.737671,647.043823,2697.885498
74,0.411000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000024,0.000000,0.000008,1.000000,1377.735107,647.044250,2697.886963
75,0.416000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000035,0.000007,0.000045,1.000000,1377.735107,647.044495,2697.882568
76,0.422000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000027,0.000008,0.000029,1.000000,1377.734375,647.044495,2697.883545
77,0.427000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000011,0.000027,1.000000,1377.739502,647.049744,2697.885498
78,0.433000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000036,0.000014,0.000017,1.000000,1377.742310,647.045898,2697.884766
79,0.438000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000008,0.000025,1.000000,1377.737305,647.046692,2697.881592
80,0.444000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000042,0.000006,0.000024,1.000000,1377.736084,647.042358,2697.887939
81,0.450000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000025,0.000012,0.000028,1.000000,1377.735962,647.045959,2697.884033
82,0.455000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000022,-0.000006,-0.000001,1.000000,1377.735107,647.044556,2697.881104
83,0.461000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000040,-0.000009,0.000014,1.000000,1377.731812,647.046570,2697.885742
84,0.466000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000050,0.000003,0.000040,1.000000,1377.737549,647.044250,2697.885742
85,0.472000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000037,0.000006,0.000021,1.000000,1377.734985,647.048462,2697.881104
86,0.477000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000039,0.000004,0.000020,1.000000,1377.735840,647.053101,2697.870850
87,0.483000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000063,0.000005,0.000037,1.000000,1377.734863,647.048950,2697.882080
88,0.488000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000037,0.000009,0.000036,1.000000,1377.736572,647.050415,2697.883057
89,0.494000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000025,0.000006,0.000015,1.000000,1377.731201,647.049011,2697.882324
90,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000061,-0.000006,0.000035,1.000000,1377.734375,647.045837,2697.888916
91,0.505000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000034,0.000003,0.000035,1.000000,1377.736572,647.048340,2697.885010
92,0.511000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000047,-0.000007,0.000022,1.000000,1377.734863,647.046326,2697.886230
93,0.516000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000039,-0.000003,0.000021,1.000000,1377.731445,647.049744,2697.881104
94,0.522000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000033,-0.000008,0.000006,1.000000,1377.738281,647.047729,2697.890625
95,0.527000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000041,0.000002,0.000035,1.000000,1377.737671,647.048462,2697.879883
96,0.533000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000035,0.000015,0.000039,1.000000,1377.735474,647.049316,2697.876221
97,0.538000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000046,0.000004,0.000003,1.000000,1377.736572,647.049988,2697.875244
98,0.544000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000032,0.000011,0.000011,1.000000,1377.740601,647.045471,2697.885742
99,0.550000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000019,0.000006,1.000000,1377.737305,647.048279,2697.891113
100,0.555000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000037,0.000006,0.000000,1.000000,1377.736084,647.053711,2697.870361
101,0.561000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000029,-0.000006,-0.000001,1.000000,1377.739380,647.054321,2697.871094
102,0.566000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,0.000005,-0.000002,1.000000,1377.737793,647.049377,2697.875732
103,0.572000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,0.000002,0.000001,1.000000,1377.736572,647.049438,2697.875977
104,0.577000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000027,0.000008,0.000025,1.000000,1377.736938,647.048828,2697.874268
105,0.583000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000034,0.000007,0.000018,1.000000,1377.734863,647.051453,2697.872070
106,0.588000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000031,-0.000002,-0.000001,1.000000,1377.737427,647.052429,2697.879883
107,0.594000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000017,0.000012,0.000005,1.000000,1377.740479,647.053772,2697.875488
108,0.600000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,-0.000009,-0.000008,1.000000,1377.739624,647.052734,2697.877441
109,0.605000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,-0.000014,0.000015,1.000000,1377.735474,647.057129,2697.870850
110,0.611000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000012,-0.000010,-0.000013,1.000000,1377.738281,647.052429,2697.879150
111,0.616000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000017,-0.000003,0.000002,1.000000,1377.739746,647.050476,2697.890381
112,0.622000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000006,0.000010,-0.000004,1.000000,1377.740356,647.052673,2697.872803
113,0.627000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,-0.000002,-0.000015,1.000000,1377.739868,647.049927,2697.886475
114,0.633000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000017,0.000002,0.000002,1.000000,1377.740967,647.048889,2697.877441
115,0.638000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000020,-0.000005,0.000023,1.000000,1377.739990,647.049316,2697.880127
116,0.644000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000004,0.000002,0.000011,1.000000,1377.735107,647.050415,2697.878418
117,0.650000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000012,-0.000004,-0.000033,1.000000,1377.740845,647.044067,2697.888184
118,0.655000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,0.000011,0.000004,1.000000,1377.738159,647.047302,2697.880859
119,0.661000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000007,0.000001,0.000000,1.000000,1377.739746,647.049011,2697.884521
120,0.666000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000024,0.000003,0.000012,1.000000,1377.744507,647.049866,2697.891846
121,0.672000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000004,-0.000010,-0.000019,1.000000,1377.745850,647.050232,2697.881592
122,0.677000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,0.000004,0.000005,1.000000,1377.742920,647.055664,2697.888184
123,0.683000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000001,0.000004,0.000000,1.000000,1377.739990,647.049561,2697.881104
124,0.688000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,-0.000005,0.000007,1.000000,1377.738892,647.046326,2697.879639
125,0.694000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000029,-0.000004,0.000027,1.000000,1377.739746,647.045654,2697.881836
126,0.700000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000021,-0.000004,-0.000000,1.000000,1377.739014,647.042603,2697.884521
127,0.705000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000029,0.000007,0.000005,1.000000,1377.738037,647.049927,2697.879150
128,0.711000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,-0.000005,-0.000003,1.000000,1377.739136,647.048035,2697.872070
129,0.716000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,-0.000005,-0.000013,1.000000,1377.739868,647.053467,2697.871582
130,0.722000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,-0.000009,0.000019,1.000000,1377.741211,647.055237,2697.869629
131,0.727000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000022,-0.000004,0.000006,1.000000,1377.739624,647.049500,2697.877930
132,0.733000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000027,0.000004,0.000011,1.000000,1377.742798,647.048096,2697.883545
133,0.738000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000020,-0.000004,0.000006,1.000000,1377.739868,647.050171,2697.874756
134,0.744000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,0.000001,-0.000001,1.000000,1377.738403,647.043762,2697.883301
135,0.750000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000010,0.000017,0.000008,1.000000,1377.739014,647.043579,2697.877197
136,0.755000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000018,0.000010,-0.000001,1.000000,1377.736084,647.043701,2697.874268
137,0.761000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000038,0.000000,0.000022,1.000000,1377.740967,647.046753,2697.884277
138,0.766000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,-0.000005,0.000019,1.000000,1377.740356,647.056274,2697.881104
139,0.772000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000024,-0.000001,0.000011,1.000000,1377.739746,647.049133,2697.881104
140,0.777000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000011,0.000002,-0.000020,1.000000,1377.737061,647.047668,2697.884033
141,0.783000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,0.000012,0.000020,1.000000,1377.736572,647.052002,2697.875732
142,0.788000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000012,0.000020,1.000000,1377.734497,647.048218,2697.875977
143,0.794000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000008,0.000031,1.000000,1377.738281,647.045166,2697.874512
144,0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000033,0.000008,0.000023,1.000000,1377.741699,647.047852,2697.882568
145,0.805000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000030,0.000007,0.000018,1.000000,1377.740112,647.051025,2697.880127
146,0.811000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000010,0.000012,0.000013,1.000000,1377.735474,647.054077,2697.872314
147,0.816000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000019,0.000007,0.000011,1.000000,1377.739746,647.045715,2697.878906
148,0.822000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000011,0.000012,0.000022,1.000000,1377.741211,647.052734,2697.875732
149,0.827000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000008,0.000038,1.000000,1377.743652,647.051758,2697.882080
150,0.833000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000019,0.000059,1.000000,1377.740845,647.052368,2697.883057
151,0.838000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,-0.000002,0.000035,1.000000,1377.734985,647.049805,2697.880127
152,0.844000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,-0.000003,0.000013,1.000000,1377.737549,647.042175,2697.872559
153,0.850000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000034,0.000008,0.000032,1.000000,1377.736084,647.055115,2697.866943
154,0.855000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000025,0.000008,0.000007,1.000000,1377.732910,647.048523,2697.871338
155,0.861000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000023,0.000012,0.000044,1.000000,1377.735352,647.045349,2697.877686
156,0.866000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000025,0.000004,0.000019,1.000000,1377.739624,647.044556,2697.879883
157,0.872000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000011,0.000006,0.000019,1.000000,1377.739258,647.045410,2697.878662
158,0.877000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000010,0.000006,0.000023,1.000000,1377.739014,647.049683,2697.877441
159,0.883000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,0.000003,-0.000000,1.000000,1377.739624,647.057495,2697.878906
