Format Version,1.23,Take Name,Take 2023-04-17 05.44.15 PM,Take Notes,,Capture Frame Rate,200.000000,Export Frame Rate,180.000000,Capture Start Time,2023-04-17 05.44.15.822 下午,Capture Start Frame,1863166,Total Frames in Take,13337,Total Exported Frames,12003,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
51,0.283000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000049,0.000020,1.000000,677.651306,969.880432,1580.840942
52,0.288000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000028,0.000085,-0.000021,1.000000,677.670105,969.873047,1580.860718
53,0.294000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000002,0.000091,0.000082,1.000000,677.662598,969.871155,1580.847168
54,0.300000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000005,0.000138,0.000127,1.000000,677.656311,969.874390,1580.843384
55,0.305000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000005,0.000068,0.000077,1.000000,677.652527,969.878906,1580.837769
56,0.311000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000085,0.000021,-0.000147,1.000000,677.676025,969.885315,1580.849365
57,0.316000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000028,-0.000027,-0.000108,1.000000,677.661743,969.883240,1580.832153
58,0.322000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000047,0.000017,0.000019,1.000000,677.651123,969.878357,1580.836182
59,0.327000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000061,0.000042,-0.000095,1.000000,677.674805,969.874146,1580.851074
60,0.333000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000097,0.000080,-0.000037,1.000000,677.686584,969.868469,1580.856689
61,0.338000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000002,0.000041,0.000054,1.000000,677.665161,969.875122,1580.840576
62,0.344000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000046,0.000049,0.000079,1.000000,677.653625,969.884033,1580.835938
63,0.350000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,0.000090,0.000121,1.000000,677.651001,969.881287,1580.844360
64,0.355000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000005,0.000104,0.000087,1.000000,677.651733,969.877380,1580.841553
65,0.361000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000031,0.000155,0.000122,1.000000,677.655579,969.871094,1580.854126
66,0.366000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000001,0.000111,0.000127,1.000000,677.656433,969.876526,1580.847900
67,0.372000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000078,0.000064,-0.000053,1.000000,677.680969,969.874817,1580.855957
68,0.377000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000019,0.000065,-0.000009,1.000000,677.665955,969.878540,1580.840210
69,0.383000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000064,0.000058,0.000042,1.000000,677.652344,969.879761,1580.838257
70,0.388000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000053,0.000146,-0.000029,1.000000,677.677917,969.870483,1580.861816
71,0.394000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000010,0.000067,0.000095,1.000000,677.667908,969.870178,1580.846191
72,0.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000032,0.000065,0.000095,1.000000,677.657959,969.874573,1580.841797
73,0.405000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000041,0.000053,0.000077,1.000000,677.655945,969.881042,1580.843262
74,0.411000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000008,0.000084,0.000099,1.000000,677.656433,969.876038,1580.845825
75,0.416000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000034,0.000075,0.000112,1.000000,677.656311,969.869995,1580.848511
76,0.422000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000022,0.000148,0.000172,1.000000,677.659485,969.869080,1580.850098
77,0.427000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000038,0.000086,0.000097,1.000000,677.657654,969.876526,1580.845703
78,0.433000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000004,0.000042,0.000021,1.000000,677.655151,969.884399,1580.834839
79,0.438000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000012,0.000109,0.000099,1.000000,677.655762,969.880798,1580.843262
80,0.444000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,0.000103,0.000089,1.000000,677.653748,969.887939,1580.840698
81,0.450000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000060,0.000097,-0.000044,1.000000,677.679749,969.871033,1580.867065
82,0.455000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000118,0.000105,-0.000014,1.000000,677.683167,969.866516,1580.860962
83,0.461000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000118,0.000072,-0.000051,1.000000,677.683411,969.874390,1580.852295
84,0.466000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000103,0.000085,-0.000046,1.000000,677.685608,969.877258,1580.852173
85,0.472000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000100,0.000069,-0.000086,1.000000,677.685913,969.879150,1580.848633
86,0.477000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000148,0.000021,-0.000175,1.000000,677.682617,969.872253,1580.854248
87,0.483000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000016,0.000116,0.000071,1.000000,677.662476,969.872375,1580.846069
88,0.488000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000043,0.000119,0.000133,1.000000,677.658752,969.874146,1580.846191
89,0.494000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000024,0.000062,0.000135,1.000000,677.656189,969.877502,1580.841919
90,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000048,0.000073,0.000114,1.000000,677.657043,969.881470,1580.839600
91,0.505000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000038,0.000074,0.000057,1.000000,677.658875,969.882629,1580.838623
92,0.511000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000066,0.000100,-0.000046,1.000000,677.682800,969.871399,1580.858643
93,0.516000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000130,0.000034,-0.000149,1.000000,677.687805,969.871460,1580.854736
94,0.522000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000042,0.000091,0.000060,1.000000,677.669067,969.877563,1580.849243
95,0.527000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000035,0.000087,0.000098,1.000000,677.660889,969.882385,1580.841309
96,0.533000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000054,0.000077,0.000064,1.000000,677.656982,969.888184,1580.838257
97,0.538000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000048,0.000083,0.000063,1.000000,677.658203,969.879272,1580.844360
98,0.544000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000036,0.000132,0.000124,1.000000,677.660278,969.873413,1580.840576
99,0.550000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000080,0.000126,0.000169,1.000000,677.666321,969.873596,1580.840454
100,0.555000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000062,0.000142,0.000181,1.000000,677.666077,969.872131,1580.848022
101,0.561000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000040,0.000101,0.000189,1.000000,677.658447,969.877625,1580.848633
102,0.566000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000050,0.000088,0.000113,1.000000,677.657410,969.879639,1580.838989
103,0.572000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000048,0.000079,-0.000169,1.000000,677.677734,969.878296,1580.847900
104,0.577000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000026,0.000116,0.000010,1.000000,677.666687,969.877930,1580.847046
105,0.583000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000064,0.000132,-0.000011,1.000000,677.681641,969.872498,1580.862305
106,0.588000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000053,0.000061,-0.000091,1.000000,677.691528,969.876892,1580.853027
107,0.594000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000029,0.000097,0.000112,1.000000,677.671753,969.880798,1580.843384
108,0.600000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000035,0.000114,0.000145,1.000000,677.660095,969.882751,1580.838379
109,0.605000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000078,0.000081,-0.000055,1.000000,677.681763,969.877686,1580.850220
110,0.611000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000049,0.000054,-0.000030,1.000000,677.676392,969.884705,1580.833252
111,0.616000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000076,0.000111,0.000097,1.000000,677.664001,969.879944,1580.841309
112,0.622000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000051,0.000046,0.000056,1.000000,677.656555,969.881592,1580.830566
113,0.627000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000020,0.000098,0.000095,1.000000,677.658936,969.875122,1580.840210
114,0.633000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000011,0.000116,0.000121,1.000000,677.663696,969.878418,1580.838867
115,0.638000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000005,0.000100,0.000123,1.000000,677.661072,969.876709,1580.842041
116,0.644000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000081,0.000076,-0.000053,1.000000,677.682129,969.875916,1580.852783
117,0.650000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000003,0.000021,-0.000028,1.000000,677.669189,969.882874,1580.834106
118,0.655000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000021,0.000020,0.000016,1.000000,677.661377,969.883667,1580.834717
119,0.661000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000016,0.000058,0.000096,1.000000,677.658752,969.877380,1580.841553
120,0.666000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000003,0.000030,0.000029,1.000000,677.657532,969.877441,1580.836426
121,0.672000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000002,-0.000009,0.000001,1.000000,677.659363,969.877869,1580.828003
122,0.677000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000005,0.000019,0.000025,1.000000,677.659790,969.883789,1580.831299
123,0.683000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000020,0.000072,0.000069,1.000000,677.658264,969.885498,1580.837280
124,0.688000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000003,0.000122,0.000077,1.000000,677.659546,969.875916,1580.845703
125,0.694000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000017,0.000091,0.000127,1.000000,677.660522,969.876099,1580.843018
126,0.700000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000012,0.000065,0.000164,1.000000,677.659119,969.875122,1580.844116
127,0.705000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000104,0.000113,0.000033,1.000000,677.681702,969.872864,1580.853760
128,0.711000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000001,0.000071,0.000023,1.000000,677.670471,969.880493,1580.835083
129,0.716000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000002,0.000052,0.000067,1.000000,677.663208,969.877869,1580.840576
130,0.722000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000025,0.000001,-0.000019,1.000000,677.657471,969.880005,1580.828369
131,0.727000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000018,0.000028,-0.000001,1.000000,677.655212,969.878723,1580.834839
132,0.733000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000049,0.000019,-0.000147,1.000000,677.683411,969.881104,1580.845947
133,0.738000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000006,0.000059,-0.000008,1.000000,677.673462,969.877197,1580.841187
134,0.744000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000012,0.000038,0.000057,1.000000,677.659485,969.880615,1580.833374
135,0.750000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000028,0.000021,-0.000003,1.000000,677.656677,969.883545,1580.833008
136,0.755000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.000074,0.000058,0.000026,1.000000,677.655090,969.881958,1580.834717
137,0.761000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000037,0.000044,-0.000136,1.000000,677.680176,969.879272,1580.850464
138,0.766000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000033,0.000109,0.000023,1.000000,677.669067,969.875732,1580.847290
139,0.772000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000020,0.000075,0.000114,1.000000,677.658081,969.878113,1580.838867
140,0.777000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000021,0.000005,0.000015,1.000000,677.654663,969.885193,1580.829590
141,0.783000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000007,0.000026,-0.000000,1.000000,677.654541,969.879395,1580.836792
142,0.788000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000124,0.000111,-0.000022,1.000000,677.673401,969.869873,1580.854736
143,0.794000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000165,0.000113,-0.000069,1.000000,677.685913,969.862549,1580.859131
144,0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000060,0.000089,0.000094,1.000000,677.662903,969.867249,1580.840454
145,0.805000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000168,0.000118,-0.000034,1.000000,677.677124,969.866760,1580.858887
146,0.811000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000078,0.000074,0.000021,1.000000,677.661560,969.872864,1580.847900
147,0.816000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000062,0.000073,0.000122,1.000000,677.654175,969.874634,1580.848755
148,0.822000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000066,0.000014,0.000048,1.000000,677.648438,969.886414,1580.842041
149,0.827000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000129,0.000026,-0.000121,1.000000,677.667480,969.881287,1580.859863
150,0.833000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000008,0.000037,-0.000043,1.000000,677.659363,969.880981,1580.842041
151,0.838000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000152,0.000071,-0.000074,1.000000,677.669556,969.868896,1580.858521
152,0.844000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000229,0.000056,-0.000099,1.000000,677.674683,969.863770,1580.864502
153,0.850000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000176,0.000119,-0.000002,1.000000,677.676147,969.863281,1580.868286
154,0.855000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000157,0.000118,-0.000023,1.000000,677.678711,969.862915,1580.871460
155,0.861000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000098,0.000077,0.000052,1.000000,677.659241,969.866455,1580.851929
156,0.866000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000152,0.000060,-0.000075,1.000000,677.671265,969.867676,1580.858887
157,0.872000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000039,0.000065,0.000018,1.000000,677.658569,969.872498,1580.847290
158,0.877000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000032,0.000080,0.000081,1.000000,677.652588,969.874512,1580.847412
159,0.883000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000056,0.000073,0.000078,1.000000,677.649475,969.874451,1580.845825
160,0.888000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000120,0.000064,-0.000090,1.000000,677.668213,969.874695,1580.857300
161,0.894000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000041,0.000003,-0.000043,1.000000,677.655640,969.881470,1580.841431
162,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000199,0.000070,-0.000093,1.000000,677.677734,969.875854,1580.855835
