timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
5368000,5360000,197388,0.21270978,0.01079785,0.42658177,0
5388000,5380000,197388,0.2184012,0.010398152,0.4349134,0
5408000,5400000,197388,0.2163976,0.0067713666,0.43207556,0
5428000,5420000,197388,0.21260205,0.011407086,0.43130422,0
5448000,5440000,197388,0.21337871,0.00755386,0.43059227,0
5468000,5460000,197388,0.21561837,0.00961235,0.43289205,0
5488000,5480000,197388,0.21299408,0.013309459,0.42868114,0
5508000,5500000,197388,0.21314171,0.01194766,0.42878628,0
5528000,5520000,197388,0.21092653,0.012221159,0.4318683,0
5548000,5540000,197388,0.21566868,0.008455312,0.4314849,0
5568000,5560000,197388,0.21597691,0.009011369,0.43383527,0
5588000,5580000,197388,0.21521556,0.009961784,0.42928272,0
5608000,5600000,197388,0.21631646,0.01416291,0.43129882,0
5628000,5620000,197388,0.21092701,0.008369899,0.4309247,0
5648000,5640000,197388,0.2167358,0.0088005485,0.42715272,0
5668000,5660000,197388,0.21384583,0.009046033,0.42974544,0
5688000,5680000,197388,0.2196102,0.008337737,0.43217406,0
5708000,5700000,197388,0.22075324,0.009746633,0.4306353,0
5728000,5720000,197388,0.21104561,0.012207574,0.42849755,0
5748000,5740000,197388,0.21184981,0.00720374,0.42744374,0
5768000,5760000,197388,0.21394598,0.011425977,0.43234682,0
5788000,5780000,197388,0.21481216,0.009908443,0.42971182,0
5808000,5800000,197388,0.2152694,0.009455021,0.4331979,0
5828000,5820000,197388,0.21194835,0.011909798,0.42776027,0
5848000,5840000,197388,0.21276799,0.010237235,0.42876586,0
5868000,5860000,197388,0.21136175,0.007713498,0.42891636,0
5888000,5880000,197388,0.21641798,0.008745396,0.42874208,0
5908000,5900000,197388,0.21253224,0.0102959825,0.42687932,0
5928000,5920000,197388,0.2138027,0.008131071,0.42889068,0
5948000,5940000,197388,0.21599399,0.010276339,0.43139076,0
5968000,5960000,197388,0.2140301,0.012072715,0.43191978,0
5988000,5980000,197388,0.21617775,0.009099126,0.43145162,0
6008000,6000000,197388,0.21736832,0.008241985,0.4309908,0
6028000,6020000,197388,0.21610413,0.0073213824,0.4285817,0
6048000,6040000,197388,0.21632195,0.008880708,0.4284885,0
6068000,6060000,197388,0.21620975,0.009410207,0.4306523,0
6088000,6080000,197388,0.21415026,0.010114448,0.4325471,0
6108000,6100000,197388,0.21386681,0.011488368,0.42741176,0
6128000,6120000,197388,0.21444571,0.0090272995,0.4252537,0
6148000,6140000,197388,0.21487582,0.012661886,0.42847663,0
6168000,6160000,197388,0.21602224,0.007160569,0.42728072,0
6188000,6180000,197388,0.21575122,0.012759335,0.42916694,0
6208000,6200000,197388,0.21829478,0.013351885,0.42862186,0
6228000,6220000,197388,0.21497874,0.009623494,0.4313198,0
6248000,6240000,197388,0.2136045,0.0067221024,0.42753258,0
6268000,6260000,197388,0.21287663,0.008722535,0.4288713,0
6288000,6280000,197388,0.21623431,0.010080188,0.42787248,0
6308000,6300000,197388,0.21461514,0.012303424,0.43147644,0
6328000,6320000,197388,0.21488264,0.0070725256,0.4243725,0
6348000,6340000,197388,0.21641083,0.011079165,0.43118057,0
6368000,6360000,197388,0.21394996,0.010739227,0.43336177,0
6388000,6380000,197388,0.2171566,0.010783202,0.42923126,0
6408000,6400000,197388,0.2130574,0.009744963,0.42571154,0
6428000,6420000,197388,0.2117332,0.009337314,0.42936626,0
6448000,6440000,197388,0.21187142,0.010328275,0.43068472,0
6468000,6460000,197388,0.2192471,0.008372326,0.43043897,0
6488000,6480000,197388,0.21872985,0.011519366,0.43210205,0
6508000,6500000,197388,0.21784413,0.0056380075,0.431979,0
6528000,6520000,197388,0.21849576,0.009564156,0.4284806,0
6548000,6540000,197388,0.21439318,0.0107370345,0.4281469,0
6568000,6560000,197388,0.21411489,0.010353393,0.4311975,0
6588000,6580000,197388,0.215223,0.010916872,0.4278917,0
6608000,6600000,197388,0.2166655,0.009460216,0.42543316,0
6628000,6620000,197388,0.21475852,0.00963835,0.4319911,0
6648000,6640000,197388,0.21642137,0.009589784,0.43308696,0
6668000,6660000,197388,0.21715581,0.011151859,0.4287866,0
6688000,6680000,197388,0.21166196,0.007867407,0.42906496,0
6708000,6700000,197388,0.21474285,0.012030879,0.43037263,0
6728000,6720000,197388,0.21498512,0.011104532,0.42451596,0
6748000,6740000,197388,0.21447967,0.011994119,0.42931667,0
6768000,6760000,197388,0.21372895,0.0065229223,0.42800146,0
6788000,6780000,197388,0.21526895,0.012374023,0.43252555,0
6808000,6800000,197388,0.21662782,0.0069109737,0.4306613,0
6828000,6820000,197388,0.21759163,0.0060366075,0.426328,0
6848000,6840000,197388,0.21852866,0.0084941285,0.4287644,0
6868000,6860000,197388,0.21530138,0.011256976,0.43366376,0
6888000,6880000,197388,0.21430658,0.008900588,0.43441072,0
6908000,6900000,197388,0.2124751,0.011030738,0.4315757,0
6928000,6920000,197388,0.21526997,0.010405156,0.4270198,0
6948000,6940000,197388,0.21277705,0.0137946075,0.42658058,0
6968000,6960000,197388,0.21529119,0.0096761985,0.42889023,0
6988000,6980000,197388,0.21565104,0.013369881,0.43110514,0
7008000,7000000,197388,0.21527067,0.009521421,0.42993197,0
7028000,7020000,197388,0.21712671,0.012714646,0.4325192,0
7048000,7040000,197388,0.2121406,0.011243446,0.43015027,0
7068000,7060000,197388,0.21574219,0.010124131,0.4295489,0
7088000,7080000,197388,0.21187425,0.011975415,0.43177676,0
7108000,7100000,197388,0.21626697,0.011299065,0.42937294,0
7128000,7120000,197388,0.21770103,0.006003529,0.42910823,0
7148000,7140000,197388,0.21702671,0.009243063,0.4298534,0
7168000,7160000,197388,0.21303074,0.011178127,0.43650055,0
7188000,7180000,197388,0.21367429,0.010206193,0.43315026,0
7208000,7200000,197388,0.2114665,0.013408643,0.43282327,0
7228000,7220000,197388,0.21527877,0.01097411,0.43194446,0
